"COLLECTOR_SAMPLE_ID","COLLECTOR_STATION_NAME","YEAR","MONTH","DAY","LATITUDE","LONGITUDE","START_DEPTH","METHOD","DATA_VALUE","Date"
"263726","MFD-SETNO068","2004","7","14",45.0124,-66.60561,5,"Chl_a",3.17,2004-07-14
"263730","MFD-SETNO069","2004","7","14",44.86436,-66.79573,5,"Chl_a",2.013,2004-07-14
"263734","MFD-SETNO070","2004","7","14",44.15935,-66.95511,5,"Chl_a",1.163,2004-07-14
"240731","P5","2004","7","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.406,2004-07-15
"240736","P5","2004","8","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.8,2004-08-16
"240741","P5","2004","9","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",4.054,2004-09-15
"241301","P5","2004","10","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.273,2004-10-15
"241306","P5","2004","11","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.636,2004-11-16
"241311","P5","2004","12","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.658,2004-12-14
"241316","P5","2005","1","25",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.251,2005-01-25
"241321","P5","2005","2","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.32,2005-02-14
"241326","P5","2005","3","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.179,2005-03-15
"241331","P5","2005","5","3",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.378,2005-05-03
"241336","P5","2005","5","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.514,2005-05-16
"241341","P5","2005","6","17",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.419,2005-06-17
"274244","MFD-SETNO034","2005","7","5",43.72833,-66.89616,5,"Chl_a",0.706,2005-07-05
"274248","MFD-SETNO036","2005","7","5",43.74516,-67.0155,5,"Chl_a",0.575,2005-07-05
"274252","MFD-SETNO037","2005","7","5",43.68516,-67.32733,5,"Chl_a",1.002,2005-07-05
"274260","MFD-SETNO039","2005","7","6",44.28783,-66.733,5,"Chl_a",1.429,2005-07-06
"274264","MFD-SETNO040","2005","7","6",44.68966,-65.8635,5,"Chl_a",0.821,2005-07-06
"274268","MFD-SETNO041","2005","7","6",44.9305,-65.869,5,"Chl_a",3.22,2005-07-06
"274272","MFD-SETNO043","2005","7","6",45.18216,-65.51433,5,"Chl_a",1.806,2005-07-06
"274276","MFD-SETNO044","2005","7","6",45.15266,-65.76866,5,"Chl_a",1.806,2005-07-06
"274280","MFD-SETNO045","2005","7","6",45.04416,-65.9335,5,"Chl_a",2.726,2005-07-06
"274284","MFD-SETNO046","2005","7","7",45.0875,-66.131,5,"Chl_a",1.593,2005-07-07
"274288","MFD-SETNO048","2005","7","7",45.02466,-66.30533,5,"Chl_a",1.856,2005-07-07
"274292","MFD-SETNO049","2005","7","7",44.95283,-66.048,5,"Chl_a",1.396,2005-07-07
"274300","MFD-SETNO052","2005","7","7",44.657,-66.309,5,"Chl_a",2.824,2005-07-07
"274304","MFD-SETNO053","2005","7","7",44.12166,-66.4215,5,"Chl_a",0.624,2005-07-07
"274308","MFD-SETNO054","2005","7","8",43.88266,-66.64933,5,"Chl_a",0.792,2005-07-08
"241346","P5","2005","7","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",6.217,2005-07-15
"241351","P5","2005","8","12",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.664,2005-08-12
"241356","P5","2005","9","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",3.712,2005-09-16
"241361","P5","2005","10","13",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",3.846,2005-10-13
"241366","P5","2005","11","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.402,2005-11-14
"241371","P5","2005","12","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.339,2005-12-15
"241376","P5","2006","1","13",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.39,2006-01-13
"241385","P5","2006","2","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.246,2006-02-16
"241390","P5","2006","3","21",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.43,2006-03-21
"241395","P5","2006","4","25",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.346,2006-04-25
"241400","P5","2006","5","17",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.407,2006-05-17
"239705","P5","2006","6","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.153,2006-06-15
"288172","MFD-SETNO038","2006","7","10",44.023,-66.392,5,"Chl_a_Holm-Hansen_sF",1.985,2006-07-10
"288180","MFD-SETNO040","2006","7","10",44.0825,-66.7135,5,"Chl_a_Holm-Hansen_sF",0.832,2006-07-10
"288184","MFD-SETNO043","2006","7","10",44.1865,-66.71483,5,"Chl_a_Holm-Hansen_sF",1.184,2006-07-10
"288168","MFD-SETNO036","2006","7","10",43.70416,-66.721,5,"Chl_a_Holm-Hansen_sF",0.58,2006-07-10
"288176","MFD-SETNO039","2006","7","10",43.86666,-66.75433,5,"Chl_a_Holm-Hansen_sF",0.643,2006-07-10
"288188","MFD-SETNO044","2006","7","11",44.38472,-66.75394,5,"Chl_a_Holm-Hansen_sF",1.833,2006-07-11
"288192","MFD-SETNO045","2006","7","11",44.5795,-66.19083,5,"Chl_a_Holm-Hansen_sF",4.429,2006-07-11
"288196","MFD-SETNO046","2006","7","11",44.56216,-66.1425,5,"Chl_a_Holm-Hansen_sF",4.735,2006-07-11
"288200","MFD-SETNO047","2006","7","11",44.59216,-66.07483,5,"Chl_a_Holm-Hansen_sF",4.353,2006-07-11
"288204","MFD-SETNO048","2006","7","11",44.65636,-66.241,5,"Chl_a_Holm-Hansen_sF",1.756,2006-07-11
"288208","MFD-SETNO049","2006","7","11",44.912,-66.19266,5,"Chl_a_Holm-Hansen_sF",1.833,2006-07-11
"288212","MFD-SETNO050","2006","7","11",44.86916,-65.9655,5,"Chl_a_Holm-Hansen_sF",1.947,2006-07-11
"288216","MFD-SETNO051","2006","7","11",44.95816,-65.8545,5,"Chl_a_Holm-Hansen_sF",1.565,2006-07-11
"288220","MFD-SETNO052","2006","7","11",44.85433,-65.646,5,"Chl_a_Holm-Hansen_sF",3.245,2006-07-11
"288224","MFD-SETNO053","2006","7","12",45.12983,-65.114,5,"Chl_a_Holm-Hansen_sF",3.36,2006-07-12
"288228","MFD-SETNO054","2006","7","12",45.21033,-64.974,5,"Chl_a_Holm-Hansen_sF",2.864,2006-07-12
"288232","MFD-SETNO055","2006","7","12",45.285,-64.9305,5,"Chl_a_Holm-Hansen_sF",1.604,2006-07-12
"288236","MFD-SETNO056","2006","7","12",45.34116,-65.26,5,"Chl_a_Holm-Hansen_sF",1.298,2006-07-12
"288240","MFD-SETNO058","2006","7","12",45.29883,-65.264,5,"Chl_a_Holm-Hansen_sF",1.336,2006-07-12
"288244","MFD-SETNO059","2006","7","12",45.20616,-65.57266,5,"Chl_a_Holm-Hansen_sF",1.413,2006-07-12
"288247","MFD-SETNO060","2006","7","12",45.22833,-65.69016,5,"Chl_a_Holm-Hansen_sF",1.795,2006-07-12
"288252","MFD-SETNO061","2006","7","12",45.15083,-65.99033,5,"Chl_a_Holm-Hansen_sF",1.871,2006-07-12
"288256","MFD-SETNO062","2006","7","12",44.97416,-66.57266,5,"Chl_a_Holm-Hansen_sF",1.248,2006-07-12
"288260","MFD-SETNO063","2006","7","12",44.689,-66.58933,5,"Chl_a_Holm-Hansen_sF",2.291,2006-07-12
"288264","MFD-SETNO064","2006","7","13",44.87716,-66.86866,5,"Chl_a_Holm-Hansen_sF",1.071,2006-07-13
"288268","MFD-SETNO065","2006","7","13",44.68916,-66.97016,5,"Chl_a_Holm-Hansen_sF",0.794,2006-07-13
"288272","MFD-SETNO066","2006","7","13",44.1195,-67.27133,5,"Chl_a_Holm-Hansen_sF",1.795,2006-07-13
"288276","MFD-SETNO067","2006","7","13",43.9045,-67.12433,5,"Chl_a_Holm-Hansen_sF",0.819,2006-07-13
"288280","MFD-SETNO068","2006","7","13",43.7455,-67.3775,5,"Chl_a_Holm-Hansen_sF",0.681,2006-07-13
"239710","P5","2006","7","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.214,2006-07-14
"239715","P5","2006","8","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",10.037,2006-08-14
"239720","P5","2006","9","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.814,2006-09-15
"239725","P5","2006","10","13",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.358,2006-10-13
"239730","P5","2006","11","22",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.564,2006-11-22
"239735","P5","2006","12","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.367,2006-12-14
"239740","P5","2007","1","18",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.316,2007-01-18
"239745","P5","2007","2","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.349,2007-02-14
"239750","P5","2007","3","13",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.379,2007-03-13
"239755","P5","2007","4","3",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.457,2007-04-03
"239760","P5","2007","5","17",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.737,2007-05-17
"239765","P5","2007","6","13",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",11.078,2007-06-13
"304752","MFD-SETNO030","2007","7","11",44.1952,-66.54188,5,"Chl_a_Holm-Hansen_sF",0.935,2007-07-11
"304756","MFD-SETNO031","2007","7","11",44.33765,-66.52896,5,"Chl_a_Holm-Hansen_sF",1.878,2007-07-11
"304744","MFD-SETNO027","2007","7","11",43.55313,-66.5927,5,"Chl_a_Holm-Hansen_sF",2.028,2007-07-11
"304748","MFD-SETNO028","2007","7","11",43.80976,-66.55991,5,"Chl_a_Holm-Hansen_sF",0.681,2007-07-11
"304760","MFD-SETNO032","2007","7","12",44.6619,-66.18045,5,"Chl_a_Holm-Hansen_sF",1.884,2007-07-12
"304764","MFD-SETNO033","2007","7","12",44.75781,-65.8966,5,"Chl_a_Holm-Hansen_sF",3.192,2007-07-12
"304768","MFD-SETNO034","2007","7","12",44.79661,-65.74836,5,"Chl_a_Holm-Hansen_sF",0.708,2007-07-12
"304772","MFD-SETNO035","2007","7","12",44.98175,-65.32406,5,"Chl_a_Holm-Hansen_sF",0.441,2007-07-12
"304776","MFD-SETNO036","2007","7","12",45.22895,-65.217,5,"Chl_a_Holm-Hansen_sF",2.366,2007-07-12
"304780","MFD-SETNO037","2007","7","12",45.27328,-64.9909,5,"Chl_a_Holm-Hansen_sF",2.103,2007-07-12
"304784","MFD-SETNO038","2007","7","12",45.29856,-65.12636,5,"Chl_a_Holm-Hansen_sF",2.479,2007-07-12
"304788","MFD-SETNO039","2007","7","12",45.20491,-65.31353,5,"Chl_a_Holm-Hansen_sF",1.765,2007-07-12
"304792","MFD-SETNO040","2007","7","12",45.16106,-65.76681,5,"Chl_a_Holm-Hansen_sF",1.803,2007-07-12
"304796","MFD-SETNO041","2007","7","13",45.08876,-65.94398,5,"Chl_a_Holm-Hansen_sF",1.029,2007-07-13
"304800","MFD-SETNO042","2007","7","13",44.99268,-66.23623,5,"Chl_a_Holm-Hansen_sF",1.652,2007-07-13
"304804","MFD-SETNO043","2007","7","13",45.01878,-66.31926,5,"Chl_a_Holm-Hansen_sF",2.253,2007-07-13
"304808","MFD-SETNO044","2007","7","13",44.95548,-66.56753,5,"Chl_a_Holm-Hansen_sF",1.31,2007-07-13
"304812","MFD-SETNO045","2007","7","13",44.86361,-66.74338,5,"Chl_a_Holm-Hansen_sF",0.708,2007-07-13
"304816","MFD-SETNO046","2007","7","13",44.84785,-66.6577,5,"Chl_a_Holm-Hansen_sF",1.042,2007-07-13
"304820","MFD-SETNO047","2007","7","13",44.47683,-66.5906,5,"Chl_a_Holm-Hansen_sF",0.575,2007-07-13
"304824","MFD-SETNO048","2007","7","13",44.24988,-66.79471,5,"Chl_a_Holm-Hansen_sF",2.216,2007-07-13
"304828","MFD-SETNO049","2007","7","14",43.56628,-67.07361,5,"Chl_a_Holm-Hansen_sF",1.389,2007-07-14
"239770","P5","2007","7","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.71,2007-07-16
"239775","P5","2007","8","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.654,2007-08-15
"239780","P5","2007","9","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.8,2007-09-14
"239785","P5","2007","10","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.86,2007-10-15
"239790","P5","2007","11","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.531,2007-11-15
"239795","P5","2007","12","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.508,2007-12-14
"239800","P5","2008","1","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.264,2008-01-14
"239805","P5","2008","2","26",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.335,2008-02-26
"321042","MFD-SETNO032","2008","3","10",44.06596,-66.92353,5,"Chl_a_Holm-Hansen_sF",0.628,2008-03-10
"321036","MFD-SETNO028","2008","3","10",44.886,-66.77428,6,"Chl_a_Holm-Hansen_sF",0.256,2008-03-10
"321038","MFD-SETNO029","2008","3","10",44.94943,-66.85236,6,"Chl_a_Holm-Hansen_sF",0.241,2008-03-10
"321040","MFD-SETNO030","2008","3","10",44.90576,-66.61863,6,"Chl_a_Holm-Hansen_sF",0.248,2008-03-10
"239810","P5","2008","3","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.299,2008-03-14
"321084","MFD-SETNO069","2008","3","16",43.59873,-66.76181,5,"Chl_a_Holm-Hansen_sF",0.802,2008-03-16
"321086","MFD-SETNO070","2008","3","16",43.59623,-67.44293,5,"Chl_a_Holm-Hansen_sF",0.695,2008-03-16
"321088","MFD-SETNO071","2008","3","16",43.70428,-67.41791,6,"Chl_a_Holm-Hansen_sF",0.695,2008-03-16
"321096","MFD-SETNO075","2008","3","17",44.1173,-67.25131,5,"Chl_a_Holm-Hansen_sF",0.311,2008-03-17
"321098","MFD-SETNO076","2008","3","17",44.32801,-67.10483,6,"Chl_a_Holm-Hansen_sF",0.272,2008-03-17
"321100","MFD-SETNO078","2008","3","17",45.06226,-66.32696,6,"Chl_a_Holm-Hansen_sF",0.342,2008-03-17
"321102","MFD-SETNO079","2008","3","17",44.94388,-66.05011,6,"Chl_a_Holm-Hansen_sF",0.245,2008-03-17
"321092","MFD-SETNO073","2008","3","17",43.82835,-66.94973,5,"Chl_a_Holm-Hansen_sF",0.655,2008-03-17
"321090","MFD-SETNO072","2008","3","17",43.76181,-67.06015,6,"Chl_a_Holm-Hansen_sF",0.695,2008-03-17
"321094","MFD-SETNO074","2008","3","17",43.88551,-67.02276,6,"Chl_a_Holm-Hansen_sF",0.641,2008-03-17
"321104","MFD-SETNO080","2008","3","18",45.19248,-65.54065,5,"Chl_a_Holm-Hansen_sF",0.415,2008-03-18
"321108","MFD-SETNO082","2008","3","18",45.20528,-65.07435,5,"Chl_a_Holm-Hansen_sF",0.615,2008-03-18
"321110","MFD-SETNO083","2008","3","18",44.90835,-65.98188,5,"Chl_a_Holm-Hansen_sF",0.237,2008-03-18
"321106","MFD-SETNO081","2008","3","18",45.3084,-65.35786,6,"Chl_a_Holm-Hansen_sF",0.534,2008-03-18
"239815","P5","2008","4","23",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.206,2008-04-23
"308475","P5","2008","4","23",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.753,2008-04-23
"308491","WV","2008","5","13",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.903,2008-05-13
"239820","P5","2008","5","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.105,2008-05-14
"239825","P5","2008","6","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",3.098,2008-06-16
"327281","WV","2008","6","17",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",6.098,2008-06-17
"321306","MFD-SETNO044","2008","7","10",43.62455,-66.7038,5,"Chl_a_Holm-Hansen_sF",1.489,2008-07-10
"321314","MFD-SETNO047","2008","7","11",44.14701,-66.51476,5,"Chl_a_Holm-Hansen_sF",2.673,2008-07-11
"321318","MFD-SETNO048","2008","7","11",44.44908,-66.22745,5,"Chl_a_Holm-Hansen_sF",1.815,2008-07-11
